source_row_id,source_sheet,source_row,school_name_source,state_name,school_year,grade11_students,grade11_status,grades9_12_students,grades9_12_status
sheet6_row_037,Sheet6,37,LOUDOUN COUNTY HIGH,Virginia,2017-18,341,reported,1505,reported
sheet6_row_038,Sheet6,38,LOUDOUN VALLEY HIGH,Virginia,2023-24,286,reported,1174,reported
sheet6_row_038,Sheet6,38,LOUDOUN VALLEY HIGH,Virginia,2022-23,291,reported,1178,reported
sheet6_row_038,Sheet6,38,LOUDOUN VALLEY HIGH,Virginia,2021-22,325,reported,1237,reported
sheet6_row_038,Sheet6,38,LOUDOUN VALLEY HIGH,Virginia,2020-21,332,reported,1267,reported
sheet6_row_038,Sheet6,38,LOUDOUN VALLEY HIGH,Virginia,2019-20,317,reported,1318,reported
sheet6_row_038,Sheet6,38,LOUDOUN VALLEY HIGH,Virginia,2018-19,343,reported,1349,reported
sheet6_row_038,Sheet6,38,LOUDOUN VALLEY HIGH,Virginia,2017-18,334,reported,1367,reported
sheet6_row_039,Sheet6,39,MADISON HIGH,Virginia,2023-24,536,reported,2113,reported
sheet6_row_039,Sheet6,39,MADISON HIGH,Virginia,2022-23,525,reported,2135,reported
sheet6_row_039,Sheet6,39,MADISON HIGH,Virginia,2021-22,594,reported,2212,reported
sheet6_row_039,Sheet6,39,MADISON HIGH,Virginia,2020-21,572,reported,2230,reported
sheet6_row_039,Sheet6,39,MADISON HIGH,Virginia,2019-20,552,reported,2289,reported
sheet6_row_039,Sheet6,39,MADISON HIGH,Virginia,2018-19,548,reported,2225,reported
sheet6_row_039,Sheet6,39,MADISON HIGH,Virginia,2017-18,564,reported,2235,reported
sheet6_row_040,Sheet6,40,MARSHALL HIGH,Virginia,2023-24,557,reported,2190,reported
sheet6_row_040,Sheet6,40,MARSHALL HIGH,Virginia,2022-23,516,reported,2109,reported
sheet6_row_040,Sheet6,40,MARSHALL HIGH,Virginia,2021-22,508,reported,2068,reported
sheet6_row_040,Sheet6,40,MARSHALL HIGH,Virginia,2020-21,519,reported,2103,reported
sheet6_row_040,Sheet6,40,MARSHALL HIGH,Virginia,2019-20,577,reported,2170,reported
sheet6_row_040,Sheet6,40,MARSHALL HIGH,Virginia,2018-19,569,reported,2254,reported
sheet6_row_040,Sheet6,40,MARSHALL HIGH,Virginia,2017-18,636,reported,2270,reported
sheet6_row_041,Sheet6,41,MCLEAN HIGH,Virginia,2023-24,626,reported,2444,reported
sheet6_row_041,Sheet6,41,MCLEAN HIGH,Virginia,2022-23,583,reported,2441,reported
sheet6_row_041,Sheet6,41,MCLEAN HIGH,Virginia,2021-22,602,reported,2365,reported
sheet6_row_041,Sheet6,41,MCLEAN HIGH,Virginia,2020-21,560,reported,2317,reported
sheet6_row_041,Sheet6,41,MCLEAN HIGH,Virginia,2019-20,582,reported,2369,reported
sheet6_row_041,Sheet6,41,MCLEAN HIGH,Virginia,2018-19,555,reported,2275,reported
sheet6_row_041,Sheet6,41,MCLEAN HIGH,Virginia,2017-18,547,reported,2185,reported
sheet6_row_042,Sheet6,42,MERIDIAN HIGH,Virginia,2023-24,225,reported,887,reported
sheet6_row_042,Sheet6,42,MERIDIAN HIGH,Virginia,2022-23,197,reported,865,reported
sheet6_row_042,Sheet6,42,MERIDIAN HIGH,Virginia,2021-22,195,reported,848,reported
sheet6_row_042,Sheet6,42,MERIDIAN HIGH,Virginia,2020-21,226,reported,859,reported
sheet6_row_042,Sheet6,42,MERIDIAN HIGH,Virginia,2019-20,207,reported,845,reported
sheet6_row_042,Sheet6,42,MERIDIAN HIGH,Virginia,2018-19,196,reported,825,reported
sheet6_row_042,Sheet6,42,MERIDIAN HIGH,Virginia,2017-18,211,reported,826,reported
sheet6_row_043,Sheet6,43,MOUNT VERNON HIGH,Virginia,2023-24,498,reported,1953,reported
sheet6_row_043,Sheet6,43,MOUNT VERNON HIGH,Virginia,2022-23,469,reported,1959,reported
sheet6_row_043,Sheet6,43,MOUNT VERNON HIGH,Virginia,2021-22,449,reported,1968,reported
sheet6_row_043,Sheet6,43,MOUNT VERNON HIGH,Virginia,2020-21,476,reported,2013,reported
sheet6_row_043,Sheet6,43,MOUNT VERNON HIGH,Virginia,2019-20,473,reported,2002,reported
sheet6_row_043,Sheet6,43,MOUNT VERNON HIGH,Virginia,2018-19,495,reported,2022,reported
sheet6_row_043,Sheet6,43,MOUNT VERNON HIGH,Virginia,2017-18,562,reported,2083,reported
sheet6_row_044,Sheet6,44,OAKTON HIGH,Virginia,2023-24,623,reported,2620,reported
sheet6_row_044,Sheet6,44,OAKTON HIGH,Virginia,2022-23,690,reported,2701,reported
sheet6_row_044,Sheet6,44,OAKTON HIGH,Virginia,2021-22,674,reported,2635,reported
sheet6_row_044,Sheet6,44,OAKTON HIGH,Virginia,2020-21,666,reported,2715,reported
sheet6_row_044,Sheet6,44,OAKTON HIGH,Virginia,2019-20,727,reported,2743,reported
sheet6_row_044,Sheet6,44,OAKTON HIGH,Virginia,2018-19,662,reported,2749,reported
sheet6_row_044,Sheet6,44,OAKTON HIGH,Virginia,2017-18,687,reported,2652,reported
sheet6_row_045,Sheet6,45,OSBOURN PARK HIGH,Virginia,2023-24,684,reported,2740,reported
sheet6_row_045,Sheet6,45,OSBOURN PARK HIGH,Virginia,2022-23,676,reported,2757,reported
sheet6_row_045,Sheet6,45,OSBOURN PARK HIGH,Virginia,2021-22,651,reported,2757,reported
sheet6_row_045,Sheet6,45,OSBOURN PARK HIGH,Virginia,2020-21,653,reported,2617,reported
sheet6_row_045,Sheet6,45,OSBOURN PARK HIGH,Virginia,2019-20,585,reported,2573,reported
sheet6_row_045,Sheet6,45,OSBOURN PARK HIGH,Virginia,2018-19,565,reported,2389,reported
sheet6_row_045,Sheet6,45,OSBOURN PARK HIGH,Virginia,2017-18,492,reported,2201,reported
sheet6_row_046,Sheet6,46,PARK VIEW HIGH,Virginia,2023-24,367,reported,1440,reported
sheet6_row_046,Sheet6,46,PARK VIEW HIGH,Virginia,2022-23,370,reported,1455,reported
sheet6_row_046,Sheet6,46,PARK VIEW HIGH,Virginia,2021-22,347,reported,1408,reported
sheet6_row_046,Sheet6,46,PARK VIEW HIGH,Virginia,2020-21,348,reported,1404,reported
sheet6_row_046,Sheet6,46,PARK VIEW HIGH,Virginia,2019-20,354,reported,1480,reported
sheet6_row_046,Sheet6,46,PARK VIEW HIGH,Virginia,2018-19,386,reported,1390,reported
sheet6_row_046,Sheet6,46,PARK VIEW HIGH,Virginia,2017-18,377,reported,1518,reported
sheet6_row_047,Sheet6,47,PATRIOT HIGH,Virginia,2023-24,494,reported,2048,reported
sheet6_row_047,Sheet6,47,PATRIOT HIGH,Virginia,2022-23,507,reported,2112,reported
sheet6_row_047,Sheet6,47,PATRIOT HIGH,Virginia,2021-22,617,reported,2325,reported
sheet6_row_047,Sheet6,47,PATRIOT HIGH,Virginia,2020-21,718,reported,2830,reported
sheet6_row_047,Sheet6,47,PATRIOT HIGH,Virginia,2019-20,629,reported,2743,reported
sheet6_row_047,Sheet6,47,PATRIOT HIGH,Virginia,2018-19,650,reported,2704,reported
sheet6_row_047,Sheet6,47,PATRIOT HIGH,Virginia,2017-18,679,reported,2708,reported
sheet6_row_048,Sheet6,48,POTOMAC FALLS HIGH,Virginia,2023-24,413,reported,1685,reported
sheet6_row_048,Sheet6,48,POTOMAC FALLS HIGH,Virginia,2022-23,413,reported,1606,reported
sheet6_row_048,Sheet6,48,POTOMAC FALLS HIGH,Virginia,2021-22,375,reported,1619,reported
sheet6_row_048,Sheet6,48,POTOMAC FALLS HIGH,Virginia,2020-21,424,reported,1596,reported
sheet6_row_048,Sheet6,48,POTOMAC FALLS HIGH,Virginia,2019-20,366,reported,1593,reported
sheet6_row_048,Sheet6,48,POTOMAC FALLS HIGH,Virginia,2018-19,413,reported,1634,reported
sheet6_row_048,Sheet6,48,POTOMAC FALLS HIGH,Virginia,2017-18,414,reported,1665,reported
sheet6_row_049,Sheet6,49,POTOMAC HIGH,Virginia,2023-24,489,reported,2173,reported
sheet6_row_049,Sheet6,49,POTOMAC HIGH,Virginia,2022-23,465,reported,2065,reported
sheet6_row_049,Sheet6,49,POTOMAC HIGH,Virginia,2021-22,422,reported,2003,reported
sheet6_row_049,Sheet6,49,POTOMAC HIGH,Virginia,2020-21,461,reported,1963,reported
sheet6_row_049,Sheet6,49,POTOMAC HIGH,Virginia,2019-20,475,reported,1970,reported
sheet6_row_049,Sheet6,49,POTOMAC HIGH,Virginia,2018-19,486,reported,1997,reported
sheet6_row_049,Sheet6,49,POTOMAC HIGH,Virginia,2017-18,492,reported,2029,reported
sheet6_row_050,Sheet6,50,RIVERSIDE HIGH,VIRGINIA,2023-24,456,reported,1749,reported
sheet6_row_050,Sheet6,50,RIVERSIDE HIGH,VIRGINIA,2022-23,428,reported,1801,reported
sheet6_row_050,Sheet6,50,RIVERSIDE HIGH,VIRGINIA,2021-22,467,reported,1819,reported
sheet6_row_050,Sheet6,50,RIVERSIDE HIGH,VIRGINIA,2020-21,460,reported,1848,reported
sheet6_row_050,Sheet6,50,RIVERSIDE HIGH,VIRGINIA,2019-20,459,reported,1882,reported
sheet6_row_050,Sheet6,50,RIVERSIDE HIGH,VIRGINIA,2018-19,475,reported,1802,reported
sheet6_row_050,Sheet6,50,RIVERSIDE HIGH,VIRGINIA,2017-18,379,reported,1593,reported
sheet6_row_051,Sheet6,51,ROBINSON SECONDARY,Virginia,2023-24,599,reported,2498,reported
sheet6_row_051,Sheet6,51,ROBINSON SECONDARY,Virginia,2022-23,618,reported,2531,reported
sheet6_row_051,Sheet6,51,ROBINSON SECONDARY,Virginia,2021-22,640,reported,2519,reported
sheet6_row_051,Sheet6,51,ROBINSON SECONDARY,Virginia,2020-21,648,reported,2579,reported
sheet6_row_051,Sheet6,51,ROBINSON SECONDARY,Virginia,2019-20,657,reported,2658,reported
sheet6_row_051,Sheet6,51,ROBINSON SECONDARY,Virginia,2018-19,670,reported,2615,reported
sheet6_row_051,Sheet6,51,ROBINSON SECONDARY,Virginia,2017-18,647,reported,2696,reported
sheet6_row_052,Sheet6,52,ROCK RIDGE HIGH,VIRGINIA,2023-24,364,reported,1517,reported
sheet6_row_052,Sheet6,52,ROCK RIDGE HIGH,VIRGINIA,2022-23,348,reported,1433,reported
sheet6_row_052,Sheet6,52,ROCK RIDGE HIGH,VIRGINIA,2021-22,340,reported,1376,reported
sheet6_row_052,Sheet6,52,ROCK RIDGE HIGH,VIRGINIA,2020-21,354,reported,1394,reported
sheet6_row_052,Sheet6,52,ROCK RIDGE HIGH,VIRGINIA,2019-20,353,reported,1543,reported
sheet6_row_052,Sheet6,52,ROCK RIDGE HIGH,VIRGINIA,2018-19,520,reported,2204,reported
sheet6_row_052,Sheet6,52,ROCK RIDGE HIGH,VIRGINIA,2017-18,498,reported,1931,reported
sheet6_row_053,Sheet6,53,SOUTH COUNTY HIGH,Virginia,2023-24,566,reported,2200,reported
sheet6_row_053,Sheet6,53,SOUTH COUNTY HIGH,Virginia,2022-23,565,reported,2273,reported
sheet6_row_053,Sheet6,53,SOUTH COUNTY HIGH,Virginia,2021-22,575,reported,2296,reported
sheet6_row_053,Sheet6,53,SOUTH COUNTY HIGH,Virginia,2020-21,570,reported,2287,reported
sheet6_row_053,Sheet6,53,SOUTH COUNTY HIGH,Virginia,2019-20,565,reported,2241,reported
sheet6_row_053,Sheet6,53,SOUTH COUNTY HIGH,Virginia,2018-19,539,reported,2251,reported
sheet6_row_053,Sheet6,53,SOUTH COUNTY HIGH,Virginia,2017-18,574,reported,2241,reported
sheet6_row_054,Sheet6,54,SOUTH LAKES HIGH,Virginia,2023-24,612,reported,2473,reported
sheet6_row_054,Sheet6,54,SOUTH LAKES HIGH,Virginia,2022-23,622,reported,2530,reported
sheet6_row_054,Sheet6,54,SOUTH LAKES HIGH,Virginia,2021-22,637,reported,2565,reported
sheet6_row_054,Sheet6,54,SOUTH LAKES HIGH,Virginia,2020-21,626,reported,2593,reported
sheet6_row_054,Sheet6,54,SOUTH LAKES HIGH,Virginia,2019-20,634,reported,2549,reported
sheet6_row_054,Sheet6,54,SOUTH LAKES HIGH,Virginia,2018-19,625,reported,2512,reported
sheet6_row_054,Sheet6,54,SOUTH LAKES HIGH,Virginia,2017-18,646,reported,2520,reported
sheet6_row_055,Sheet6,55,STONE BRIDGE HIGH,Virginia,2023-24,432,reported,1697,reported
sheet6_row_055,Sheet6,55,STONE BRIDGE HIGH,Virginia,2022-23,441,reported,1701,reported
sheet6_row_055,Sheet6,55,STONE BRIDGE HIGH,Virginia,2021-22,416,reported,1737,reported
sheet6_row_055,Sheet6,55,STONE BRIDGE HIGH,Virginia,2020-21,417,reported,1776,reported
sheet6_row_055,Sheet6,55,STONE BRIDGE HIGH,Virginia,2019-20,480,reported,1785,reported
sheet6_row_055,Sheet6,55,STONE BRIDGE HIGH,Virginia,2018-19,425,reported,1717,reported
sheet6_row_055,Sheet6,55,STONE BRIDGE HIGH,Virginia,2017-18,384,reported,1669,reported
sheet6_row_056,Sheet6,56,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,Virginia,2023-24,504,reported,2015,reported
sheet6_row_056,Sheet6,56,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,Virginia,2022-23,441,reported,1967,reported
sheet6_row_056,Sheet6,56,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,Virginia,2021-22,461,reported,1902,reported
sheet6_row_056,Sheet6,56,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,Virginia,2020-21,454,reported,1809,reported
sheet6_row_056,Sheet6,56,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,Virginia,2019-20,439,reported,1809,reported
sheet6_row_056,Sheet6,56,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,Virginia,2018-19,446,reported,1781,reported
sheet6_row_056,Sheet6,56,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,Virginia,2017-18,429,reported,1786,reported
sheet6_row_057,Sheet6,57,TUSCARORA HIGH,Virginia,2023-24,380,reported,1420,reported
sheet6_row_057,Sheet6,57,TUSCARORA HIGH,Virginia,2022-23,353,reported,1393,reported
sheet6_row_057,Sheet6,57,TUSCARORA HIGH,Virginia,2021-22,325,reported,1376,reported
sheet6_row_057,Sheet6,57,TUSCARORA HIGH,Virginia,2020-21,373,reported,1397,reported
sheet6_row_057,Sheet6,57,TUSCARORA HIGH,Virginia,2019-20,327,reported,1422,reported
sheet6_row_057,Sheet6,57,TUSCARORA HIGH,Virginia,2018-19,380,reported,1499,reported
sheet6_row_057,Sheet6,57,TUSCARORA HIGH,Virginia,2017-18,405,reported,1486,reported
sheet6_row_058,Sheet6,58,UNITY REED HIGH,Virginia,2023-24,493,reported,2173,reported
sheet6_row_058,Sheet6,58,UNITY REED HIGH,Virginia,2022-23,452,reported,2316,reported
sheet6_row_058,Sheet6,58,UNITY REED HIGH,Virginia,2021-22,578,reported,2452,reported
sheet6_row_058,Sheet6,58,UNITY REED HIGH,Virginia,2020-21,597,reported,2769,reported
sheet6_row_058,Sheet6,58,UNITY REED HIGH,Virginia,2019-20,592,reported,2699,reported
sheet6_row_058,Sheet6,58,UNITY REED HIGH,Virginia,2018-19,643,reported,2588,reported
sheet6_row_058,Sheet6,58,UNITY REED HIGH,Virginia,2017-18,625,reported,2700,reported
sheet6_row_059,Sheet6,59,WAKEFIELD HIGH,Virginia,2023-24,722,reported,2716,reported
sheet6_row_059,Sheet6,59,WAKEFIELD HIGH,Virginia,2022-23,675,reported,2766,reported
sheet6_row_059,Sheet6,59,WAKEFIELD HIGH,Virginia,2021-22,637,reported,2763,reported
sheet6_row_059,Sheet6,59,WAKEFIELD HIGH,Virginia,2020-21,613,reported,2561,reported
sheet6_row_059,Sheet6,59,WAKEFIELD HIGH,Virginia,2019-20,581,reported,2490,reported
sheet6_row_059,Sheet6,59,WAKEFIELD HIGH,Virginia,2018-19,549,reported,2339,reported
sheet6_row_059,Sheet6,59,WAKEFIELD HIGH,Virginia,2017-18,534,reported,2248,reported
sheet6_row_060,Sheet6,60,WASHINGTON-LIBERTY HIGH,Virginia,2023-24,693,reported,2900,reported
sheet6_row_060,Sheet6,60,WASHINGTON-LIBERTY HIGH,Virginia,2022-23,621,reported,2715,reported
sheet6_row_060,Sheet6,60,WASHINGTON-LIBERTY HIGH,Virginia,2021-22,663,reported,2549,reported
sheet6_row_060,Sheet6,60,WASHINGTON-LIBERTY HIGH,Virginia,2020-21,629,reported,2436,reported
sheet6_row_060,Sheet6,60,WASHINGTON-LIBERTY HIGH,Virginia,2019-20,561,reported,2493,reported
sheet6_row_060,Sheet6,60,WASHINGTON-LIBERTY HIGH,Virginia,2018-19,619,reported,2482,reported
sheet6_row_060,Sheet6,60,WASHINGTON-LIBERTY HIGH,Virginia,2017-18,697,reported,2437,reported
sheet6_row_061,Sheet6,61,WEST POTOMAC HIGH,Virginia,2023-24,645,reported,2681,reported
sheet6_row_061,Sheet6,61,WEST POTOMAC HIGH,Virginia,2022-23,645,reported,2764,reported
sheet6_row_061,Sheet6,61,WEST POTOMAC HIGH,Virginia,2021-22,709,reported,2688,reported
sheet6_row_061,Sheet6,61,WEST POTOMAC HIGH,Virginia,2020-21,649,reported,2664,reported
sheet6_row_061,Sheet6,61,WEST POTOMAC HIGH,Virginia,2019-20,620,reported,2716,reported
sheet6_row_061,Sheet6,61,WEST POTOMAC HIGH,Virginia,2018-19,693,reported,2654,reported
sheet6_row_061,Sheet6,61,WEST POTOMAC HIGH,Virginia,2017-18,636,reported,2660,reported
sheet6_row_062,Sheet6,62,WEST SPRINGFIELD HIGH,Virginia,2023-24,659,reported,2748,reported
sheet6_row_062,Sheet6,62,WEST SPRINGFIELD HIGH,Virginia,2022-23,647,reported,2663,reported
sheet6_row_062,Sheet6,62,WEST SPRINGFIELD HIGH,Virginia,2021-22,636,reported,2570,reported
sheet6_row_062,Sheet6,62,WEST SPRINGFIELD HIGH,Virginia,2020-21,665,reported,2508,reported
sheet6_row_062,Sheet6,62,WEST SPRINGFIELD HIGH,Virginia,2019-20,578,reported,2413,reported
sheet6_row_062,Sheet6,62,WEST SPRINGFIELD HIGH,Virginia,2018-19,527,reported,2310,reported
sheet6_row_062,Sheet6,62,WEST SPRINGFIELD HIGH,Virginia,2017-18,556,reported,2219,reported
sheet6_row_063,Sheet6,63,WESTFIELD HIGH,Virginia,2023-24,664,reported,2746,reported
sheet6_row_063,Sheet6,63,WESTFIELD HIGH,Virginia,2022-23,686,reported,2686,reported
sheet6_row_063,Sheet6,63,WESTFIELD HIGH,Virginia,2021-22,617,reported,2646,reported
sheet6_row_063,Sheet6,63,WESTFIELD HIGH,Virginia,2020-21,666,reported,2691,reported
sheet6_row_063,Sheet6,63,WESTFIELD HIGH,Virginia,2019-20,703,reported,2651,reported
sheet6_row_063,Sheet6,63,WESTFIELD HIGH,Virginia,2018-19,663,reported,2706,reported
sheet6_row_063,Sheet6,63,WESTFIELD HIGH,Virginia,2017-18,700,reported,2682,reported
sheet6_row_064,Sheet6,64,WOODBRIDGE HIGH,Virginia,2023-24,696,reported,2916,reported
sheet6_row_064,Sheet6,64,WOODBRIDGE HIGH,Virginia,2022-23,672,reported,2905,reported
sheet6_row_064,Sheet6,64,WOODBRIDGE HIGH,Virginia,2021-22,591,reported,2831,reported
sheet6_row_064,Sheet6,64,WOODBRIDGE HIGH,Virginia,2020-21,714,reported,2821,reported
sheet6_row_064,Sheet6,64,WOODBRIDGE HIGH,Virginia,2019-20,656,reported,2782,reported
sheet6_row_064,Sheet6,64,WOODBRIDGE HIGH,Virginia,2018-19,645,reported,2750,reported
sheet6_row_064,Sheet6,64,WOODBRIDGE HIGH,Virginia,2017-18,622,reported,2606,reported
sheet6_row_065,Sheet6,65,WOODGROVE HIGH,Virginia,2023-24,402,reported,1525,reported
sheet6_row_065,Sheet6,65,WOODGROVE HIGH,Virginia,2022-23,364,reported,1583,reported
sheet6_row_065,Sheet6,65,WOODGROVE HIGH,Virginia,2021-22,392,reported,1544,reported
sheet6_row_065,Sheet6,65,WOODGROVE HIGH,Virginia,2020-21,355,reported,1551,reported
sheet6_row_065,Sheet6,65,WOODGROVE HIGH,Virginia,2019-20,399,reported,1624,reported
sheet6_row_065,Sheet6,65,WOODGROVE HIGH,Virginia,2018-19,422,reported,1601,reported
sheet6_row_065,Sheet6,65,WOODGROVE HIGH,Virginia,2017-18,391,reported,1620,reported
sheet6_row_066,Sheet6,66,WOODSON HIGH,Virginia,2023-24,574,reported,2473,reported
sheet6_row_066,Sheet6,66,WOODSON HIGH,Virginia,2022-23,663,reported,2478,reported
sheet6_row_066,Sheet6,66,WOODSON HIGH,Virginia,2021-22,610,reported,2481,reported
sheet6_row_066,Sheet6,66,WOODSON HIGH,Virginia,2020-21,652,reported,2516,reported
sheet6_row_066,Sheet6,66,WOODSON HIGH,Virginia,2019-20,602,reported,2427,reported
sheet6_row_066,Sheet6,66,WOODSON HIGH,Virginia,2018-19,568,reported,2410,reported
sheet6_row_066,Sheet6,66,WOODSON HIGH,Virginia,2017-18,624,reported,2477,reported
sheet6_row_067,Sheet6,67,YORKTOWN HIGH,Virginia,2023-24,649,reported,2494,reported
sheet6_row_067,Sheet6,67,YORKTOWN HIGH,Virginia,2022-23,567,reported,2577,reported
sheet6_row_067,Sheet6,67,YORKTOWN HIGH,Virginia,2021-22,701,reported,2531,reported
sheet6_row_067,Sheet6,67,YORKTOWN HIGH,Virginia,2020-21,598,reported,2514,reported
sheet6_row_067,Sheet6,67,YORKTOWN HIGH,Virginia,2019-20,614,reported,2496,reported
sheet6_row_067,Sheet6,67,YORKTOWN HIGH,Virginia,2018-19,551,reported,2308,reported
sheet6_row_067,Sheet6,67,YORKTOWN HIGH,Virginia,2017-18,528,reported,2190,reported
